,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession
222,1,1,2.5,3.25,2.88,4,1,5,12,14,69,25,399,178,93,511,1,4,5,9,17,122,62,451,123,66,459
223,1,4,5.25,3.5,1.73,2,4,4,5,10,133,59,451,109,49,459,5,5,0,16,4,139,63,495,86,41,413
224,4,3,1.25,5.5,15.0,7,1,2,11,5,196,104,515,109,57,395,4,2,4,14,16,105,55,425,152,74,485
225,4,2,3.1,3.1,2.4,2,3,5,9,17,134,63,483,88,40,426,6,3,1,19,11,129,68,473,111,47,437
226,0,2,2.1,3.3,3.5,2,4,4,15,16,104,48,446,152,74,464,1,4,5,14,25,88,41,380,152,70,529
227,3,3,2.2,3.25,3.5,4,1,5,10,15,116,56,430,124,67,480,4,4,2,15,6,111,59,486,120,61,424
228,1,3,1.91,3.4,4.33,4,1,5,6,8,128,62,469,131,60,441,4,2,4,11,9,125,57,447,147,68,463
229,1,2,2.5,3.4,2.75,3,1,6,12,20,89,49,442,131,68,468,2,4,4,14,19,140,67,453,91,42,457
230,0,1,1.53,3.75,7.0,6,1,3,15,10,153,71,539,87,48,371,2,5,3,14,16,120,51,436,122,61,472
231,1,0,1.91,3.4,4.2,2,3,5,7,11,108,60,422,149,76,487,1,4,5,7,13,120,43,444,144,67,466
232,1,1,1.67,3.6,5.5,3,2,5,11,17,109,48,427,123,64,483,4,3,3,8,5,111,55,420,150,80,488
233,0,0,2.25,3.25,3.3,2,3,5,7,14,120,54,439,153,75,471,4,2,4,11,9,133,62,444,150,67,466
234,1,0,2.1,3.3,3.6,2,4,4,12,14,113,49,450,103,46,460,4,2,4,17,19,110,56,419,155,71,491
235,1,0,2.4,3.25,3.0,4,2,4,12,13,80,30,402,169,86,508,3,3,4,8,16,129,73,451,115,54,459
236,1,1,2.55,3.1,2.88,6,2,2,21,12,122,60,441,106,57,469,7,3,0,19,6,129,48,485,111,58,424
237,0,1,7.0,4.33,1.44,3,4,3,14,15,117,46,425,129,62,483,7,1,2,27,11,159,77,616,58,29,294
238,1,0,1.67,3.6,5.5,6,2,2,17,9,127,72,489,107,44,421,1,4,5,8,16,114,60,455,130,66,455
239,4,2,1.57,3.8,6.5,3,1,6,6,11,133,66,472,124,61,438,0,4,6,8,22,126,56,433,128,62,477
240,3,1,2.1,3.4,3.4,4,3,3,19,18,110,63,501,122,57,408,5,1,4,14,11,152,67,532,83,43,378
241,3,2,1.25,5.5,12.0,9,1,0,22,3,140,70,492,115,52,418,2,4,4,13,16,108,41,409,127,58,499
242,2,0,1.25,5.5,13.0,8,0,2,20,11,153,76,503,111,51,407,3,4,3,13,13,117,54,447,99,45,463
243,0,0,1.44,4.2,8.5,7,1,2,13,7,178,95,510,118,60,400,4,4,2,17,8,113,57,491,127,62,419
244,1,2,2.9,3.25,2.4,2,3,5,12,17,144,64,441,120,61,468,5,3,2,22,15,124,71,506,118,55,403
245,4,0,1.36,4.75,8.0,7,1,2,24,10,158,79,615,58,29,295,5,1,4,15,12,144,64,528,92,48,382
246,5,2,1.44,4.0,9.0,8,0,2,17,11,159,82,504,102,49,406,6,2,2,15,8,131,79,488,111,48,422
247,0,1,4.75,3.3,1.85,3,4,3,7,6,102,54,409,150,75,499,6,2,2,11,7,177,93,496,126,60,414
248,1,2,1.83,3.5,4.5,4,4,2,16,7,121,59,491,143,68,419,4,1,5,10,12,132,69,470,140,70,440
249,1,0,1.75,3.5,5.0,4,2,4,11,9,133,65,447,163,81,463,5,2,3,12,11,83,31,417,137,71,493
250,1,1,3.1,3.3,2.37,4,1,5,15,18,109,56,415,166,73,495,2,3,5,10,17,121,53,423,133,69,487
251,3,0,2.5,3.3,2.87,0,4,6,10,21,135,64,431,130,65,479,2,3,5,7,11,102,53,424,148,69,485
252,1,3,10.0,4.5,1.36,1,4,5,7,12,119,33,451,129,62,459,7,2,1,23,7,157,71,478,75,40,432
253,4,1,2.4,3.2,3.0,4,0,6,10,13,159,73,475,104,58,435,6,2,2,20,15,128,64,479,119,53,431
254,2,2,4.0,3.4,1.9,5,3,2,22,15,113,62,497,118,55,412,7,1,2,26,9,175,85,611,58,28,299
255,1,1,2.1,3.3,3.5,2,4,4,15,21,91,41,379,161,78,530,3,1,6,13,21,91,49,446,119,60,463
256,2,0,1.5,4.2,7.5,5,5,0,17,4,139,59,495,91,40,414,2,4,4,7,12,136,66,451,141,69,459
257,2,0,1.9,3.4,4.2,3,2,5,8,17,119,65,455,114,50,455,2,4,4,6,13,124,54,450,110,48,460
258,1,0,4.0,3.2,2.0,1,3,6,6,11,81,36,430,125,64,478,7,3,0,19,6,118,48,478,117,67,431
259,1,2,2.5,3.25,2.8,2,3,5,14,18,108,36,415,126,60,494,2,4,4,12,14,107,54,452,138,71,458
260,2,4,2.62,3.3,2.6,5,1,4,15,15,133,55,510,108,51,400,9,1,0,23,5,144,72,494,110,48,416
261,0,0,2.0,3.5,3.75,1,4,5,8,14,115,62,448,145,81,462,3,4,3,12,12,109,49,440,112,53,470
262,1,0,1.5,4.0,7.0,6,2,2,15,10,123,73,486,118,55,424,1,3,6,11,19,133,66,443,121,59,467
263,0,2,6.5,3.8,1.57,2,3,5,7,14,134,66,440,141,68,470,8,0,2,21,13,159,83,496,98,46,414
264,3,1,2.0,3.3,4.0,4,1,5,11,13,123,62,460,143,70,450,4,2,4,10,15,116,62,444,122,56,466
265,0,3,3.2,3.3,2.3,3,5,2,10,9,118,51,439,114,56,471,6,4,0,18,3,149,66,503,89,42,406
266,0,1,2.37,3.25,3.1,5,2,3,11,9,89,34,418,129,65,492,3,3,4,7,7,109,58,412,152,77,497
267,0,0,2.1,3.25,3.75,2,3,5,5,14,140,63,460,115,53,450,3,2,5,13,17,106,56,415,167,71,495
268,3,1,1.53,3.8,7.0,7,2,1,12,5,192,100,500,113,52,410,5,2,3,12,6,138,69,458,157,77,452
269,2,0,1.5,3.8,7.25,6,3,1,18,7,109,48,473,120,71,436,2,2,6,9,17,131,60,469,98,46,440
270,2,6,2.5,3.4,2.75,9,1,0,26,7,139,66,480,106,46,430,6,2,2,25,10,174,88,597,62,29,312
271,0,2,2.37,3.4,2.87,3,4,3,13,13,106,57,453,142,68,457,5,1,4,16,17,123,52,509,102,47,401
272,3,0,1.25,5.5,13.0,8,1,1,25,7,171,75,476,74,40,434,1,4,5,7,13,105,55,446,142,77,464
273,0,2,2.5,3.25,2.9,2,2,6,6,13,92,47,423,137,61,486,4,4,2,17,8,125,59,497,139,64,413
274,1,0,1.44,4.0,8.0,5,0,5,14,13,148,72,458,110,57,452,1,3,6,9,22,83,43,406,116,54,504
275,3,0,2.87,3.4,2.37,1,4,5,10,16,92,50,404,136,55,506,5,4,1,24,16,102,54,481,115,55,427
276,0,2,2.87,3.4,2.37,2,3,5,12,17,130,57,438,116,60,472,4,3,3,17,17,131,63,469,90,41,440
277,1,0,1.53,3.8,7.0,1,4,5,10,18,125,57,433,121,66,477,1,3,6,6,13,106,25,442,140,65,468
278,0,3,6.5,3.8,1.57,4,3,3,8,6,102,55,424,148,74,485,8,1,1,26,7,174,72,484,72,40,426
279,2,0,2.0,3.25,4.0,4,2,4,10,16,117,64,452,116,57,458,2,5,3,8,12,117,50,432,115,54,478
280,3,1,2.62,3.25,2.75,4,2,4,11,9,125,61,447,158,74,463,2,3,5,11,18,118,54,439,123,67,471
281,0,0,2.2,3.25,3.5,3,3,4,13,14,109,53,436,172,76,474,1,2,7,4,15,92,47,414,142,65,495
282,3,1,2.4,3.4,2.9,1,3,6,9,17,135,69,443,130,66,467,2,3,5,5,14,156,72,454,108,46,456
283,1,3,2.88,3.0,2.6,2,1,7,8,18,131,60,459,95,44,450,3,2,5,13,19,125,71,459,118,56,451
284,3,0,2.3,3.4,3.0,4,4,2,21,18,106,58,482,119,55,426,8,1,1,24,13,128,62,467,108,51,443
285,2,0,1.36,4.75,9.5,8,0,2,22,13,155,78,494,100,49,416,5,1,4,14,12,120,60,463,144,72,447
286,1,4,2.6,3.25,2.8,7,3,0,21,3,141,63,499,100,45,411,8,1,1,15,6,183,92,499,110,51,411
287,1,1,1.83,3.5,4.33,7,2,1,21,4,143,64,568,104,49,342,5,4,1,21,12,125,64,459,96,52,451
288,3,2,1.73,3.6,4.75,5,2,3,18,16,127,58,461,90,37,448,2,3,5,11,14,99,52,400,129,56,510
289,3,3,1.33,4.75,9.0,7,1,2,29,10,163,83,583,59,27,326,3,4,3,13,14,110,58,454,131,61,456
290,3,1,2.0,3.4,3.8,0,4,6,4,14,99,53,438,157,84,472,2,3,5,7,15,140,69,443,130,57,467
291,3,0,1.33,5.0,9.0,6,0,4,21,15,141,61,532,99,43,377,4,3,3,16,11,129,55,543,103,50,367
292,1,2,12.0,5.0,1.3,2,2,6,6,17,159,74,455,106,49,455,8,0,2,21,13,149,76,499,104,53,411
293,0,0,1.67,3.5,6.0,8,0,2,21,13,151,77,491,102,53,419,7,2,1,22,7,156,71,509,96,43,401
294,2,1,1.83,3.5,4.5,7,1,2,16,10,126,79,480,126,61,430,5,0,5,13,13,122,61,455,136,71,455
295,3,1,1.73,3.6,5.0,4,4,2,16,8,115,57,486,143,65,424,4,3,3,7,7,92,48,422,152,75,487
296,1,1,2.5,3.4,2.75,2,2,6,8,18,143,70,435,132,56,475,1,3,6,10,21,115,54,438,119,64,472
297,0,1,1.91,3.5,4.0,1,3,6,7,15,112,59,447,150,81,463,5,1,4,14,10,124,65,454,149,73,456
298,1,1,2.2,3.3,3.4,2,4,4,11,13,104,49,431,170,69,479,1,2,7,6,14,105,27,447,130,59,463
299,2,0,2.2,3.25,3.4,4,2,4,10,10,94,36,422,120,61,488,2,1,7,7,19,155,72,458,115,52,452
300,2,1,3.6,3.2,2.1,4,2,4,16,19,130,74,457,121,54,453,6,3,1,19,5,152,68,568,103,48,342
301,3,2,2.25,3.5,3.0,3,4,3,13,14,95,50,446,129,61,464,7,1,2,22,16,134,68,459,115,54,451
302,0,2,7.0,5.0,1.4,2,3,5,12,16,134,68,442,122,62,468,8,1,1,26,5,179,75,486,73,38,424
303,2,0,1.3,5.0,11.0,8,1,1,18,7,178,88,489,115,54,421,4,2,4,10,15,116,63,452,114,57,458
304,1,0,1.33,4.75,9.5,6,0,4,12,9,138,68,471,100,50,439,2,3,5,10,13,85,38,424,112,51,485
305,1,0,2.2,3.5,3.1,6,1,3,20,17,128,60,460,89,38,449,5,3,2,21,15,108,59,486,115,53,422
306,3,1,2.1,3.2,3.75,2,4,4,6,12,118,51,431,118,56,479,1,2,7,4,15,104,47,429,130,59,480
307,3,1,2.25,3.5,3.0,4,3,3,15,15,93,46,441,130,61,469,5,3,2,19,13,98,55,486,120,58,422
308,4,1,1.33,5.0,10.0,7,2,1,22,7,154,73,497,104,44,412,5,2,3,12,8,103,40,431,119,58,479
309,3,1,1.53,4.0,6.5,9,0,1,27,4,171,75,491,76,41,419,7,1,2,16,10,133,82,476,122,62,434
310,2,3,4.0,3.6,1.91,1,2,7,5,16,118,53,439,115,50,470,8,1,1,18,6,180,87,495,113,53,415
311,2,1,2.25,3.4,3.2,3,3,4,7,10,90,44,411,155,76,498,1,3,6,7,19,148,73,434,121,53,476
312,1,0,2.3,3.4,3.1,1,4,5,11,21,112,54,449,111,61,461,1,3,6,7,15,104,51,444,153,80,466
313,0,0,1.83,3.5,4.5,4,1,5,10,17,115,64,443,123,63,467,2,3,5,12,16,124,65,439,124,63,471
314,0,2,2.1,3.3,3.6,6,1,3,15,9,117,59,457,151,75,453,5,3,2,19,9,113,56,492,148,70,418
315,0,1,3.0,3.5,2.3,1,3,6,6,13,110,33,445,133,61,465,7,1,2,19,12,150,73,486,108,58,423
316,1,0,2.1,3.4,3.5,2,1,7,6,19,154,69,456,113,46,454,3,4,3,9,12,112,47,428,118,54,482
317,2,3,1.8,3.4,4.75,6,2,2,19,6,138,60,552,121,57,358,4,3,3,20,24,138,68,493,114,52,417
318,1,1,2.0,3.6,3.4,3,2,5,10,18,109,58,463,118,55,446,6,2,2,27,10,147,77,585,59,30,324
319,0,2,2.5,3.1,2.88,7,1,2,14,8,143,67,477,104,49,433,5,2,3,20,9,139,63,553,120,57,357
320,2,0,1.36,4.5,8.0,4,5,1,21,14,123,64,451,100,50,459,2,1,7,8,17,130,57,456,101,50,453
321,3,2,1.65,4.2,4.5,4,3,3,22,26,142,68,482,113,54,428,1,3,6,8,20,79,43,395,121,52,515
322,2,1,1.7,4.0,4.33,2,4,4,10,13,79,38,390,129,59,520,6,0,4,19,19,122,61,465,112,55,445
323,0,2,1.67,3.6,5.5,2,4,4,12,19,118,56,455,107,58,455,3,1,6,7,18,154,70,445,117,47,465
324,1,6,3.2,3.25,2.3,5,3,2,19,9,120,62,490,144,68,420,8,1,1,26,8,157,76,504,93,41,405
325,0,2,3.6,3.25,2.1,3,2,5,8,16,107,61,438,124,61,472,5,0,5,14,14,119,60,461,141,70,449
326,0,1,2.25,3.25,3.25,1,5,4,11,14,109,52,431,166,66,479,1,1,8,6,18,113,53,430,112,48,479
327,0,1,2.63,3.2,2.75,3,3,4,8,12,113,47,428,118,55,482,6,1,3,14,9,122,59,461,152,80,449
328,2,1,1.17,6.5,21.0,8,1,1,20,8,170,83,506,106,51,404,1,3,6,5,12,114,38,449,135,60,461
329,1,1,1.62,3.75,5.5,5,2,3,19,11,152,65,540,88,34,369,4,1,5,23,19,138,58,528,77,39,382
330,2,1,3.2,3.25,2.3,6,1,3,13,13,130,81,470,122,60,440,10,0,0,30,3,163,68,492,78,41,418
331,1,3,6.5,4.0,1.53,2,1,7,6,16,121,57,432,117,49,477,8,1,1,21,9,182,91,504,106,51,406
332,1,5,3.75,3.5,2.0,0,3,7,5,14,109,39,449,146,63,461,7,0,3,14,13,134,82,472,119,59,438
333,4,0,1.25,5.5,13.0,9,0,1,29,5,149,60,481,89,48,429,5,1,4,11,10,104,40,423,131,65,487
334,4,1,1.17,7.0,19.0,8,1,1,29,8,156,76,496,90,40,413,2,2,6,6,13,117,48,437,123,62,472
335,2,1,2.1,3.25,3.75,2,1,7,7,18,117,55,432,117,47,477,3,2,5,8,14,112,65,442,115,55,468
336,1,0,2.6,3.25,2.8,0,2,8,5,18,110,44,436,150,66,474,1,5,4,11,13,104,47,428,173,72,482
337,0,5,6.5,4.0,1.53,2,1,7,6,18,161,75,452,118,46,458,8,1,1,17,5,161,78,490,103,54,419
338,1,2,3.1,3.25,2.38,4,2,4,10,11,103,54,423,163,79,486,7,0,3,17,13,139,80,484,116,60,426
339,0,2,6.5,3.8,1.57,6,1,3,12,8,120,58,461,157,79,449,9,1,0,24,9,182,88,510,99,47,400
340,1,3,1.44,4.2,8.0,9,0,1,29,4,159,68,492,80,43,418,2,4,4,11,19,117,55,447,111,57,463
341,2,1,2.2,3.3,3.5,8,1,1,20,4,157,83,488,99,54,421,8,1,1,29,9,160,82,501,93,41,408
342,0,0,2.2,3.3,3.5,3,1,6,8,15,115,60,433,118,58,477,4,1,5,10,12,114,61,434,161,76,475
343,2,3,7.0,4.0,1.53,1,5,4,10,11,117,54,439,173,71,471,8,0,2,25,7,171,79,486,78,42,424
344,1,0,2.38,3.25,3.2,4,2,4,9,11,105,41,426,125,66,484,3,1,6,9,17,112,51,432,125,47,478
345,3,0,1.83,3.75,4.0,4,3,3,19,12,146,66,547,86,34,363,6,0,4,25,20,127,61,377,121,49,533
346,3,2,1.25,5.5,13.0,5,0,5,17,21,121,59,464,110,58,446,2,3,5,8,18,114,58,452,124,57,457
347,2,0,1.73,3.6,5.25,3,4,3,14,15,115,54,453,123,68,457,5,1,4,10,10,104,48,451,151,71,459
348,2,1,1.73,3.6,5.25,4,2,4,17,15,124,64,490,146,71,420,2,1,7,6,19,155,72,455,118,48,455
349,0,1,6.5,3.8,1.57,2,1,7,5,15,116,51,427,133,73,482,6,0,4,15,13,122,65,474,140,72,436
350,3,1,1.36,4.75,8.5,7,1,2,15,11,108,49,411,149,64,498,3,1,6,10,16,111,50,411,99,46,499
351,2,0,2.25,3.3,3.2,4,3,3,17,14,105,57,482,120,59,426,4,2,4,16,17,110,44,495,117,51,415
352,3,0,1.17,8.0,13.0,5,3,2,26,11,149,78,578,71,36,331,4,0,6,11,25,110,56,392,105,53,518
353,4,1,1.75,3.5,5.0,3,1,6,8,16,105,50,446,120,48,464,1,2,7,7,18,105,45,420,171,85,490
354,1,3,3.1,3.4,2.3,8,0,2,19,13,157,94,493,113,56,417,8,1,1,20,5,151,77,483,105,56,426
355,4,2,2.88,3.25,2.5,6,0,4,15,13,114,62,473,146,75,437,7,1,2,27,10,156,76,498,97,43,411
356,2,3,2.6,3.2,2.8,1,1,8,4,16,105,45,418,139,79,491,1,4,5,11,13,108,48,428,187,82,482
357,1,2,9.0,4.5,1.4,4,2,4,8,11,107,41,429,115,60,481,9,1,0,23,6,192,90,514,87,40,396
358,1,0,2.3,3.25,3.25,2,1,7,6,17,154,74,451,132,61,459,3,2,5,8,12,112,58,435,169,76,475
359,0,2,4.0,3.2,2.0,2,1,7,8,16,131,52,462,111,53,447,4,5,1,22,14,130,64,454,112,52,456
360,0,3,6.0,3.8,1.57,2,2,6,13,17,103,53,404,133,60,506,5,0,5,19,23,131,63,471,105,53,439
361,0,2,6.5,4.2,1.5,1,3,6,12,19,113,38,428,118,58,481,5,3,2,23,11,147,75,581,71,39,328
362,2,1,2.6,3.2,2.8,5,1,4,10,11,104,48,446,140,63,464,5,2,3,18,14,143,75,493,141,67,417
363,4,1,2.05,3.2,3.8,6,2,2,15,11,115,51,478,88,41,432,2,2,6,7,11,83,40,434,106,54,474
364,2,4,3.4,3.4,2.1,3,1,6,8,17,111,56,445,108,55,465,5,2,3,18,13,93,50,476,107,54,433
365,1,2,2.25,3.4,3.1,6,1,3,17,9,82,34,550,74,33,359,6,0,4,23,19,130,62,383,119,49,527
366,4,0,1.25,5.5,13.0,6,1,3,27,14,157,76,491,95,42,418,3,1,6,7,15,145,69,446,131,59,464
367,2,3,6.5,4.0,1.53,3,2,5,8,12,117,59,442,164,73,468,8,0,2,27,9,181,87,494,75,40,416
368,2,0,1.4,4.2,10.0,5,3,2,12,9,111,49,464,119,68,446,1,1,8,6,17,121,51,422,137,73,487
369,1,1,2.1,3.25,3.75,1,4,5,10,14,112,47,434,190,86,476,4,1,5,8,12,91,33,429,127,69,481
370,2,3,1.95,3.4,3.8,2,3,5,10,18,112,55,430,142,63,479,2,1,7,12,19,102,51,410,124,60,500
371,0,2,3.25,3.25,2.25,3,4,3,12,13,89,45,399,129,60,511,4,1,5,16,17,94,31,490,117,55,420
372,5,2,1.33,5.0,8.5,5,3,2,23,11,144,77,576,81,42,333,7,1,2,21,16,133,62,466,80,35,443
373,4,3,1.57,4.0,6.0,8,1,1,18,4,148,77,483,113,61,426,7,0,3,19,13,112,61,480,147,75,430
374,3,0,1.8,3.3,5.0,4,2,4,15,16,142,77,487,142,67,423,3,2,5,9,11,123,60,448,106,54,462
375,3,0,1.5,4.0,7.0,10,0,0,25,7,191,94,520,74,35,390,7,0,3,19,16,152,92,489,120,63,421
376,0,0,2.3,3.5,2.9,3,3,4,14,14,128,54,533,101,49,377,4,2,4,19,15,144,58,526,77,45,384
377,3,1,1.95,3.4,3.8,5,2,3,22,25,139,64,482,122,59,428,6,1,3,12,9,147,69,463,111,48,447
378,3,2,2.63,3.25,2.63,4,1,5,13,19,92,44,401,146,71,508,5,2,3,18,16,91,48,433,126,60,477
379,2,2,1.29,5.25,10.0,6,1,3,21,14,98,51,475,102,53,434,4,0,6,10,21,109,57,376,114,56,534
380,2,0,1.44,4.2,7.5,4,1,5,14,16,90,30,474,117,55,436,3,1,6,13,20,115,56,394,105,47,515
381,2,0,2.1,3.1,3.75,5,1,4,12,12,136,63,454,112,48,456,2,2,6,9,13,77,31,426,112,53,483
382,3,1,1.4,4.2,8.5,7,1,2,19,8,121,63,487,120,68,421,2,2,6,8,14,87,42,445,99,53,464
383,0,2,5.5,3.8,1.6,5,2,3,18,16,91,49,442,114,52,468,5,0,5,24,23,124,61,470,101,48,440
384,3,1,3.0,3.3,2.35,1,2,7,9,18,120,42,425,111,59,484,5,2,3,19,15,110,58,482,94,50,427
385,2,2,3.4,3.2,2.2,7,1,2,18,11,118,52,488,82,35,422,4,5,1,21,13,120,58,462,117,56,447
386,6,1,1.14,7.5,23.0,8,0,2,27,10,172,90,493,79,42,417,1,2,7,7,19,100,52,419,166,83,491
387,3,1,10.0,5.0,1.33,3,0,7,7,19,128,61,439,142,67,471,10,0,0,27,7,190,96,516,72,32,394
388,0,2,8.5,4.5,1.4,3,2,5,8,13,92,37,424,131,70,486,8,1,1,20,7,154,82,484,105,56,425
389,0,1,4.2,3.4,1.91,1,0,9,6,19,125,57,422,133,71,487,5,1,4,15,13,153,83,487,135,67,423
390,0,1,6.5,4.0,1.53,5,0,5,10,13,104,48,443,121,51,467,6,1,3,27,13,167,85,501,92,44,408
391,2,1,3.1,3.25,2.38,3,2,5,9,13,125,62,447,118,61,463,6,2,2,13,8,101,47,465,122,71,445
392,1,0,3.1,3.4,2.25,9,0,1,20,9,112,55,428,144,62,481,5,3,2,20,10,125,57,546,89,39,364
393,2,2,1.91,3.4,4.0,4,2,4,17,17,104,52,488,96,51,421,6,1,3,19,18,127,58,465,75,34,444
394,0,2,11.0,5.0,1.29,2,4,4,12,18,89,38,370,167,83,539,5,3,2,27,14,120,69,570,85,45,339
395,1,1,1.22,6.0,13.0,3,6,1,19,14,125,58,458,109,51,451,2,2,6,15,21,104,57,433,126,59,475
396,1,1,2.1,3.2,3.6,2,1,7,8,17,127,50,466,100,51,442,4,0,6,11,15,112,50,450,143,62,459
397,1,0,2.4,3.3,2.9,1,3,6,10,20,112,55,424,133,59,485,4,2,4,16,18,87,50,436,118,54,474
398,3,0,1.85,3.4,4.2,3,1,6,13,19,106,57,385,99,47,524,3,1,6,10,20,111,55,443,111,56,467
399,3,1,1.44,4.33,7.5,7,0,3,21,14,103,58,469,152,74,441,3,1,6,9,14,109,54,442,161,76,468
400,2,2,1.2,6.5,15.0,8,1,1,20,7,153,81,480,97,52,429,4,1,5,17,17,97,50,458,116,53,452
401,2,2,3.8,3.6,1.95,2,5,3,10,11,114,51,451,164,74,459,7,0,3,21,14,148,84,481,125,67,429
402,2,1,2.88,3.3,2.5,1,2,7,7,22,105,53,418,160,81,492,4,0,6,9,17,128,63,437,145,67,473
403,2,1,1.44,4.2,7.5,7,1,2,19,9,118,64,489,117,64,420,5,2,3,16,16,134,72,447,114,48,463
404,2,2,2.2,3.25,3.4,3,1,6,10,16,111,54,447,156,74,463,4,0,6,9,14,112,54,435,123,50,475
405,1,1,1.57,4.0,6.0,6,0,4,16,13,149,85,490,130,69,420,3,2,5,8,14,82,34,423,131,70,487
406,2,0,2.1,3.3,3.6,9,0,1,25,9,191,98,506,77,38,404,8,0,2,30,11,164,84,491,83,41,419
407,6,2,1.2,6.5,15.0,6,1,3,26,13,164,77,496,105,49,413,3,2,5,9,14,127,63,452,104,53,457
408,0,0,1.85,3.3,4.5,6,1,3,14,10,138,67,461,105,46,449,2,1,7,8,17,139,62,466,103,51,442
409,2,1,1.7,3.4,5.5,6,2,2,24,22,139,64,485,124,60,425,2,2,6,8,15,90,45,443,98,55,466
410,2,1,3.75,3.5,1.95,5,1,4,16,15,82,31,477,115,59,433,5,0,5,22,19,131,69,474,111,56,436
411,1,1,2.75,3.25,2.63,6,1,3,13,9,95,44,459,130,75,450,7,0,3,20,13,106,58,464,140,68,446
412,2,1,2.1,3.3,3.6,3,3,4,9,14,75,33,425,145,83,485,2,2,6,11,18,125,63,452,153,75,458
413,2,1,1.2,5.5,13.0,7,2,1,20,8,156,88,483,87,47,426,2,5,3,11,12,121,56,465,164,75,445
414,2,1,4.5,3.6,1.8,5,2,3,13,10,97,44,445,129,77,464,9,0,1,23,8,191,102,507,74,36,403
415,1,0,4.2,3.4,1.91,4,1,5,19,19,84,49,451,130,64,459,7,0,3,27,13,166,84,488,89,48,422
416,1,2,4.5,3.5,1.83,2,0,8,7,15,133,65,422,137,74,487,6,1,3,22,16,141,78,470,128,70,440
417,0,0,2.15,3.4,3.25,9,0,1,20,8,116,52,445,133,61,464,2,4,4,12,14,123,54,533,95,44,377
418,0,5,3.25,3.2,2.25,6,2,2,19,13,122,54,492,89,36,418,7,1,2,20,10,127,72,493,116,61,416
419,1,1,1.73,3.4,5.25,3,6,1,17,12,125,60,454,119,56,455,6,2,2,14,8,145,68,469,109,51,441
420,1,0,3.6,3.3,2.1,3,3,4,11,12,113,58,416,137,62,493,6,1,3,17,13,95,42,479,113,53,431
421,4,2,1.17,7.0,15.0,5,0,5,21,15,142,71,475,122,62,435,3,1,6,10,22,102,51,426,113,58,484
422,0,0,4.75,3.75,1.7,4,2,4,16,16,107,58,500,105,50,410,6,2,2,27,12,116,67,578,81,43,332
423,1,1,5.0,3.6,1.73,4,0,6,9,17,129,61,440,139,65,470,6,1,3,19,13,102,58,474,141,69,436
424,2,0,1.57,3.8,6.0,2,5,3,12,12,104,46,445,141,67,465,3,4,3,8,11,102,44,407,122,55,501
425,1,1,2.4,3.1,3.1,1,2,7,6,17,135,69,461,118,59,448,2,1,7,9,15,71,28,430,120,60,480
426,2,1,2.1,3.3,3.5,5,3,2,18,7,137,60,555,119,56,355,6,2,2,24,22,141,67,486,118,56,424
427,1,2,1.83,3.5,4.33,5,1,4,15,18,94,42,398,139,66,511,2,2,6,9,22,107,58,378,112,52,532
428,2,0,1.67,3.6,5.5,4,1,5,10,13,112,58,435,131,57,475,2,2,6,9,22,104,52,421,162,79,489
429,5,0,1.2,6.5,15.0,8,0,2,22,10,193,104,500,70,33,410,3,2,5,11,19,118,59,446,116,58,463
430,0,1,1.44,4.33,7.5,6,1,3,22,16,134,72,477,138,75,433,3,3,4,9,15,71,30,416,146,90,494
431,0,0,2.6,3.2,2.8,2,1,7,8,23,95,47,408,167,83,502,1,0,9,5,16,146,72,424,127,69,485
432,2,1,1.22,5.5,15.0,8,0,2,24,9,124,67,494,106,54,415,1,2,7,8,17,97,44,404,155,82,506
433,0,0,1.44,4.33,7.0,6,1,3,17,10,97,41,500,96,47,410,4,1,5,14,17,99,49,437,114,52,473
434,0,0,7.0,4.33,1.44,3,2,5,10,20,109,57,404,112,50,506,6,0,4,25,14,145,69,488,121,67,422
435,1,1,1.8,3.5,4.5,6,1,3,20,19,124,57,465,71,34,444,4,1,5,14,16,104,60,389,98,44,520
436,3,2,2.63,3.25,2.75,2,4,4,12,14,128,64,451,154,70,459,5,2,3,15,13,158,93,485,120,69,425
437,2,2,7.0,4.2,1.5,2,2,6,12,17,130,71,460,149,71,450,7,1,2,31,12,174,86,513,87,44,396
438,2,0,3.0,3.25,2.4,6,0,4,25,14,173,84,482,91,47,428,8,1,1,22,9,160,93,492,90,47,418
439,2,2,1.44,4.2,8.0,5,2,3,17,13,99,56,467,141,69,443,4,1,5,9,12,117,62,442,130,56,468
440,0,0,4.75,3.6,1.73,3,1,6,11,18,85,40,404,140,66,506,7,0,3,25,18,130,64,403,118,49,507
441,3,3,2.2,3.3,3.25,7,1,2,19,7,85,35,506,89,41,403,8,1,1,18,7,119,53,457,126,57,452
442,0,1,1.75,3.4,5.0,5,3,2,13,8,143,69,462,120,56,448,1,2,7,6,17,90,43,433,102,55,477
443,4,0,2.6,3.2,2.75,2,1,7,9,24,103,54,414,124,60,496,4,3,3,12,11,109,55,415,128,54,494
